id,target
133627,113.90702774717400
133629,37.854707963581300
133630,37.473839081093800
133631,31.162052741165000
133633,28.402361994206600
133634,40.3280766589201
133635,72.89615069325760
133637,50.47631943683870
133638,41.34819685048290
133639,40.055293237044100
133641,37.80252015514780
133642,50.153737123436300
133643,120.66536743906000
133645,51.59865353778740
133646,42.21074384678510
133647,46.18039452163050
133649,47.466440591439700
133650,53.80559619428870
133651,125.2023070216180
133653,48.25688875696370
133654,45.413228793154700
133655,45.7464630750083
133657,44.59962860923800
133658,46.46208139483620
133659,108.5959096401300
133661,43.005238341499700
133662,42.355731728417800
133663,46.11823339322600
133665,43.07284045232460
133666,42.32281929847940
133667,110.0679384354860
133669,43.16426777297390
133670,42.71757375421320
133671,46.866265274699300
133673,43.01741320720950
133674,41.92860322556640
133675,106.61898780144200
133677,51.099334779943800
133678,41.33372615704110
133679,47.1572838243757
133681,49.78890651058410
133682,50.80041961255300
133683,104.55513702709300
133685,49.10091761172010
133686,41.590999125703600
133687,43.897422113377900
133689,40.766837101707000
133690,45.910484529203900
133691,53.48129180154920
133693,32.32892859119790
133694,29.26377163649930
133695,30.25551005189640
133697,30.463130759632700
133698,33.107408738264300
133699,28.4965715631992
133701,26.99305232733230
133702,22.0805447046465
133703,24.311391921558600
133705,25.667270777625900
133706,25.74389304627370
133707,27.399304539418900
133709,24.675992289547200
133710,23.357533260609400
133711,23.553434246996500
133713,24.891961992487500
133714,24.18557816858730
133715,23.214670880822300
133717,22.688790717508800
133718,22.647660080071900
133719,27.797802699197100
133721,24.08032758924430
133722,21.88267339531940
133723,24.169876143024900
133725,25.024194019443200
133726,25.173465285669
133727,28.8351306763447
133729,28.428789778807800
133730,24.569754133232500
133731,24.924731609473300
133733,28.747525422607300
133734,26.10229665652250
133735,31.762363303499300
133737,25.467589385915500
133738,26.169252178114900
133739,30.058639225949300
133741,32.49040778778980
133742,26.911605298749700
133743,32.55830617685430
133745,26.043151046984700
133746,29.53771040360980
133747,32.03040617117260
133749,37.6397742251368
133750,31.03953983025530
133751,38.635504613566300
133753,30.27030122889910
133754,31.03489766087920
133755,31.904516932214700
133757,36.57680130233760
133758,29.12737617019320
133759,32.663615526434200
133761,37.26480783861380
133762,30.384805340254300
133763,45.673471882124800
133765,40.25205628867530
133766,37.552962162501500
133767,39.73138129875420
133769,36.38476424268250
133770,36.75576375401700
133771,59.191949898245800
133773,54.15618914797180
133774,47.40193647532400
133775,56.79014146538600
133777,47.959094375031700
133778,51.171787893335500
133779,119.5940162217930
133781,128.63190255871200
133782,121.33122818196600
133783,122.11069307975600
133785,119.95167186194300
133786,116.79869430307600
133787,132.22551470563500
133789,104.81343601602200
133790,104.28239460778900
133791,89.31646032529430
133793,98.3915976962705
133794,97.50805928514700
133795,127.02533085844800
133797,83.33352221028130
133798,91.09955767477170
133799,64.48797375327930
133801,80.75076701459280
133802,82.2682268829217
133803,88.76510482338690
133805,55.95071209181130
133806,59.31094232687650
133807,63.04859751122890
133809,52.37365862310870
133810,53.35335235080640
133811,92.94861611078320
133813,48.18910748906520
133814,50.32483535097020
133815,47.69991319257360
133817,51.08684477831360
133818,45.36642348685610
133819,110.80899511371100
133820,46.36456323396710
133821,48.78727050300950
133822,42.84795056831350
133823,47.29382813495360
133824,46.36063955056240
133825,101.47043842570000
133826,45.59560247720320
133827,42.31552587575150
133828,41.677011325829900
133829,40.35682109915820
133830,45.293622707949600
133831,95.04135290252030
133832,43.3722277311061
133833,43.5622681998124
133834,43.1247647914059
133835,39.81799291891370
133836,45.145712695143200
133837,92.5508514602983
133838,41.937537560674600
133839,38.55784714540890
133840,40.03692175420750
133841,40.18559026898730
133842,41.41243310992410
133843,101.99420599633100
133844,47.17619145632720
133845,44.95927659943010
133846,42.51175311266770
133847,45.546869993340200
133848,45.795729225847600
133849,108.47214248618600
133850,48.70920299941440
133851,42.133239062847700
133852,42.85628157617230
133853,43.289879230972500
133854,47.49196661871420
133855,110.34276557243800
133856,57.30224043485100
133857,46.043845881314800
133858,55.889624319167400
133859,53.06414327612770
133860,56.41154365124920
133861,93.24681984264520
133862,45.00596725364720
133863,33.78552087074960
133864,33.35631620720930
133865,36.53848900549520
133866,39.35724915729640
133867,37.818014175511600
133868,24.09483675299700
133869,21.314586463782600
133870,20.087816436936700
133871,21.790266640420900
133872,23.553687230873900
133873,25.119227749620900
133874,19.4764703151558
133875,16.171355400930500
133876,16.308476340491200
133877,18.142285404605700
133878,19.669338230385300
133879,23.932778507924800
133880,16.286220033331800
133881,15.965368955756900
